flow,1965
number,1336
pressure,1279
result,1069
boundari,926
effect,917
method,883
theori,868
layer,859
solution,847
mach,817
equation,774
bodi,740
wing,710
present,685
surface,661
obtain,632
shock,614
distribution,598
problem,591
ratio,588
temperature,583
velociti,554
case,545
given,520
heat,518
test,518
condition,515
plate,494
us,479
value,478
supersonic,460
made,449
angle,426
found,424
experimental,421
wave,420
speed,416
laminar,413
jet,403
range,401
load,398
two,396
coefficient,387
analysi,385
cylinder,385
reynold,380
also,362
hypersonic,349
shown,347
transfer,347
investigation,341
edge,340
model,338
point,330
data,325
wall,323
function,323
lift,322
stress,321
mai,320
studi,319
air,318
buckl,314
consider,305
shape,305
field,303
region,298
aerodynamic,294
sc,293
shell,291
turbulent,290
form,289
small,288
force,284
theoretical,281
calculate,278
fluid,274
calculation,273
one,272
drag,266
tunnel,266
rate,265
characteristic,263
general,262
measurement,260
discuss,259
paper,254
cone,252
transition,249
high,249
lead,247
thickness,245
flat,244
approximate,243
boundarylayer,242
show,241
stream,240
large,239
constant,239
appli,239
nozzle,238
indicate,238
ga,236
parameter,229
numerical,226
compar,226
flutter,225
develop,225
design,225
agreement,221
simple,219
naca,218
twodimensional,215
stagnation,215
bas,215
1962,212
determin,212
use,210
attack,207
time,206
separation,205
section,205
type,204
stabiliti,201
term,200
circular,197
shear,196
approximation,196
flight,194
increase,194
variation,194
first,193
experiment,192
viscou,190
includ,190
mean,188
panel,188
variou,185
blunt,185
increas,185
motion,182
gradient,181
profile,181
maximum,180
vari,180
nose,179
predict,179
thin,178
investigate,178
application,178
assum,177
airfoil,176
deriv,174
distance,174
along,173
due,171
order,171
free,170
heate,168
compressible,167
well,167
incompressible,166
local,163
zero,160
cylindrical,159
part,159
comparison,159
tube,158
thermal,155
freestream,155
subsonic,155
measur,154
axial,153
properti,151
moment,151
low,150
plane,150
change,150
give,149
nasa,148
several,147
uniform,146
good,146
normal,145
slender,144
length,144
structure,144
equilibrium,143
base,143
limit,142
near,141
differential,140
interaction,140
example,140
1960,139
skin,139
work,139
initial,138
correspond,138
cool,138
similar,136
heattransfer,136
wind,135
aircraft,134
possible,132
certain,131
densiti,131
curve,131
static,130
assumption,130
1961,129
configuration,129
exact,128
1959,128
influence,128
energi,127
revolution,126
describ,126
report,126
system,126
different,125
note,125
however,124
particular,124
bend,124
expression,124
critical,123
vehicle,123
author,123
estimate,122
past,121
technique,121
relation,121
injection,120
seri,120
determine,120
aspect,120
within,119
integral,119
frequenci,119
conduct,119
deflection,119
detail,119
derivative,118
subject,118
procedure,117
separate,117
higher,116
power,116
transonic,115
approximateli,114
arbitrari,114
displacement,113
occur,113
diameter,112
combination,112
steadi,111
formula,111
roughness,110
conical,109
exist,109
behind,108
total,108
reduc,108
new,107
extend,107
factor,107
requir,106
material,106
friction,104
mix,104
wake,104
downstream,103
elastic,102
external,102
dynamic,102
per,101
finite,101
magnetic,101
development,100
inviscid,99
linear,99
mass,99
atmosphere,99
approach,99
three,98
mode,98
upon,96
arc,96
line,96
prediction,96
consideration,96
second,95
process,95
less,94
percent,94
creep,94
support,93
variable,93
transverse,92
interference,92
incidence,92
available,91
nonlinear,91
accuraci,91
area,91
appear,91
represent,91
control,90
direction,90
expansion,90
rae,89
modifi,89
research,88
similariti,88
vibration,88
1958,87
associate,87
law,87
yaw,87
yield,87
strength,86
location,86
pitch,86
known,85
column,85
important,84
without,84
solv,84
position,84
depend,84
thu,83
lower,83
treate,83
difference,83
follow,83
would,82
rectangular,82
potential,82
account,82
relate,82
involv,82
presence,81
practical,80
either,80
sonic,80
vortex,80
mech,80
curvature,80
emploi,80
1957,79
applicable,79
threedimensional,78
analytical,78
noise,78
parallel,78
sphere,78
greater,77
compression,77
viscositi,77
observ,77
carri,77
purpose,77
decrease,77
provide,77
disturbance,77
basi,76
magnitude,76
reduction,76
set,76
correlation,76
include,76
special,75
thrust,75
ground,75
suggest,75
damp,74
concern,74
newtonian,73
aero,73
behavior,73
addition,73
performance,73
sound,73
trail,73
interest,73
much,72
portion,72
propeller,72
compressor,72
altitude,72
specific,71
1956,71
axisymmetric,71
prandtl,70
component,70
comput,70
symmetric,69
induc,69
discussion,69
pattern,69
state,69
blade,69
height,68
accurate,67
recent,66
could,66
although,66
helium,66
long,66
illustrate,66
complete,65
linearize,65
consist,65
unsteadi,64
taken,64
around,64
vertical,64
determination,64
deformation,64
flap,64
radiu,63
leadingedge,63
longitudinal,63
cross,63
afterbodi,63
simplifi,63
necessari,62
physical,62
significant,62
instabiliti,62
level,62
concept,62
manner,61
momentum,61
main,61
app,61
transformation,61
missile,61
infinite,60
axi,60
integration,60
coordinate,60
must,59
internal,59
valid,59
that,59
turbulence,59
mov,59
rocket,59
oscillation,59
aerofoil,59
outer,58
previousli,58
clamp,58
combin,58
extension,58
provid,58
analyz,58
exhaust,58
entri,57
airplane,57
reaction,57
direct,56
respect,56
degree,56
conclusion,56
cover,56
forward,55
sharp,55
generalli,55
previou,55
simpli,55
square,55
fix,55
satellite,55
neglect,55
information,54
delta,54
close,54
secondorder,54
plastic,54
center,54
introduc,54
end,54
reference,54
become,54
transient,53
minimum,53
except,53
since,53
axialli,53
fatigue,53
chord,53
produc,53
express,53
evaluate,53
review,53
vorticiti,52
skinfriction,52
structural,52
even,52
satisfactori,52
wide,52
independent,52
wingbodi,52
